"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001590832","(Baby science) 베싸육아 :0~4세 알기만 해도 차이를 만드는 육아 대원칙 6","박정은 지음","래디시","2023","9791198129109","5","3"
"000001354145","(Charlie Ⅸ & Dodo) 만화 찰리9세 :본격 미스터리 추리만화 .1 ,유령 일기의 비밀을 풀어라! (상)","레온 이미지 원작","밝은미래","2019","9788965463238","8","3"
"000000988093","(Das) caf? der existenzialisten :freiheit, sein und aprikosencocktails: mit Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty und anderen","[by] Sarah Bakewell","C.H.Beck","2017","9783406697647","1","3"
"000000759354","(Der)  große krieg :die welt 1914 bis 1918","by Herfried M?nkler","Rowohlt Berlin","2013","9783871347207","9","3"
"000001401940","(Do it!) 클론 코딩 영화 평점 웹서비스 :노마드 코더 니꼴라스와 만드는 진짜 리액트 앱 : #자바스크립트#리액트#영화 API#깃허브","니꼴라스","이지스퍼블리싱","2020","9791163031635","0","3"
"000001397070","(Do it!) 프로그레시브 웹앱 만들기 :반응형 웹 개발부터 하이브리드 앱 배포까지 PWA 완전 정복!","김응석 지음","이지스퍼블리싱","2020","9791163031765","0","3"
"000001320412","(Just go) 터키 :2019~2020년 최신개정판 =Turkey","나은희 지음","시공사","2019","9788952798558","9","3"
"000001514435","(KBS 특별기획 다큐멘터리) 1950 미중전쟁 :한국전쟁, 양강 구도의 전초전","KBS 다큐 인사이트 <1950 미중전쟁> 제작팀 지음","책과함께","2021","9791191432114","3","3"
"000001300045","(Let's go) 대만 :아침부터 밤까지 현지인처럼 즐긴다 =Taipei","아사히신문출판 [지음]","그리고책","2018","9791196464431","9","3"
"000001543183","(Marino's) the little ICU book","Paul L. Marino 지음","군자출판사","2019","9791159554018","5","3"
"000001524856","(M?L?XL 사이즈로 뜨는) 매일 입고 싶은 남자 니트 :men's","일본보그사 지음","한스미디어 : 한즈미디어","2021","9791160077346","5","3"
"000000993615","(New) 리딩 스펙트럼 .2 ,문화 예술 편 =(Korea Joongang Daily) Reading spectrum","홍준기 지음","EnG : Jonghap books","2017","9788980996438","7","3"
"000001571517","(Sappi's) 인체 드로잉 & 해부학 클래스 =Figure drawing & anatomy class","새삐 저","영진닷컴","2022","9788931466430","6","3"
"000000655792","(The Princeton companion to) Mathematics .1","티모시 가워스","승산","2014","9788961390569","4","3"
"000000693202","(The princeton companion to) mathematics .2","티모시 가워스 외 엮음","승산","2015","9788961390590","4","3"
"000001628022","(The) genesis machine :our quest to rewrite life in the age of synthetic biology","[by] Amy Webb","PublicAffairs","2022","9781541797918","4","3"
"000001543186","(The) ventilator book","William Owens 지음","군자출판사","2021","9791159556289","5","3"
"000001359981","(Tripful) 방콕 :Ayutthaya?Kanchanaburi?Amohawa =Bangkok","이지앤북스 편집팀 [writer]","Easy＆books : 피그말리온","2020","9791185831893","9","3"
"000001330545","(Tripful) 치앙마이 :Chiang rai, Pai, Hang dong, Maerim, Mae kham pong, Chiang rai, Chiang dao =Chiang Mai","박정희 [Writer]","Easy＆books : 피그말리온","2019","9791185831756","9","3"
"000001570378","(Un)celebrated Ukrainians :who changed the course of history","[by] Nadiia Avramchuk","Samit-Book","2020","9789669862884","9","3"
"000001334981","(Why?) 미국","남춘자 글","예림당","2019","9788930238632","9","3"
"000001131016","(Why?) 지명과 역사","김정욱 글","예림당","2018","9788930232821","9","3"
"000001570345","(Олександр Мимрук) Олег Сенцов","[by] О. МИМРУК","Folio","2020","9789660395237","8","3"
"000001391674","(超譯) 니체의 말 :Nietzsche invited you into his philosophy of life","프리드리히 니체 지음","Samho Media(삼호미디어)","2020","9788978496155","1","3"
"000001509409","(가상 면접 사례로 배우는) 대규모 시스템 설계 기초","알렉스 쉬 지음","인사이트","2021","9788966263158","0","3"
"000001628515","(가장 쉬운 3단계로 완성하는) 무로이 야스오의 캐릭터 얼굴 & 바스트업 작화 기술","무로이 야스오 저","Youngjin.com(영진닷컴)","2023","9788931467598","6","3"
"000000636619","(가장 쉬운) 데이터베이스 설계 책 :적절한 데이터베이스 디자인을 위한 지침서","마이클 J. 헤르난데즈 지음","비제이퍼블릭","2014","9788994774596","0","3"
"000000209559","(가장 쉬운) 이탈리아어 첫걸음의 모든 것","김태영 지음","동양books","2012","9788983009227","7","3"
"000001373264","(고급 패널데이터 분석) STATA :advanced panel data analysis: 15-16 version","민인식","지필미디어","2019","9791186674611","3","3"
"000001302242","(과학적이고 감성적인 한 가족의) 반려식물 키우기 :반려식물 13종 소개","강지혜 글","상상의집 : 루크하우스","2018","9791155683224","5","3"
"000001367792","(구석구석 세계 지도와 함께 보는) 동물 아틀라스","닉 크롬턴 글","베틀북","2019","9788984889699","4","3"
"000001475962","(구슬쌤의) 예의 바른 영어 표현","구슬 지음","사람in","2021","9788960498792","7","3"
"000001609619","(국내파 99%가 모르는) 하루 10초 영어 뇌 만들기 :왼쪽에서 오른쪽으로, 쓱 보고 싹 이해하는 초단기 영어 공부","윤훈관 지음","21세기북스: 북이십일","2023","9788950968731","7","3"
"000001013319","(기초) 정물화 수업 :형태?명암?구도","Parram?n 편집부 [지음]","이종(EJONG)","2017","9788979292480","6","3"
"000001156680","(기초부터 완성까지) 서각(刻字) 만들기 :최초공개 畵報版","쵸요세끼 著","이화문화출판사","2017","9791155472958","6","3"
"000001620055","(김대석 셰프의) 집밥 레시피 :매일 만들어 먹고 싶은 한식 레시피","김대석 지음","경향BP(경향비피)","2023","9788969525390","5","3"
"000001047504","(김상욱의) 양자 공부 :완전히 새로운 현대 물리학 입문","김상욱 [지음]","사이언스북스","2017","9788983718914","4","3"
"000001388781","(까면서 보는) 해부학 만화","압듈라 글?그림","한빛비즈","2020","9791157844241","5","3"
"000000681613","(나만 알고 싶은) 오라클 실무 테크닉 :7인의 전문가가 밝히는 오라클 운용?관리의 비법","오다 케이지","제이펍","2014","9791185890012","0","3"
"000001303555","(나심 탈레브) 스킨인더게임 :선택과 책임의 불균형이 가져올 위험한 미래에 대한 경고","나심 니콜라스 탈레브 지음","비즈니스북스","2019","9791162540800","3","3"
"000001295565","(나의 첫 자유여행) 오사카 인 트래블 그램 =Osaka in travelgram","방병구 사진,글","동양books(동양북스)","2019","9791157684830","9","3"
"000000829051","(난생 처음 한번 공부하는) 미술 이야기 .2 ,그리스?로마 문명과 미술 : 인간, 세상의 중심에 서다","양정무 지음","사회평론","2016","9788964358306","6","3"
"000001405940","(내가 만들어 모두가 사용하는) 카카오톡 이모티콘 만들기 =Make kakaotalk emoticons","김소희 지음","길벗","2020","9791165212698","6","3"
"000001589204","(누구나 할 수 있는) 빈혈의 진단과 치료 =Diagnosis and treatment anemia","김유리 저","대한의학: 에스앤씨퍼블리싱","2022","9791155902325","5","3"
"000001573026","(느긋하고 자유롭게) 킨츠기 홈 클래스 :좋아하는 그릇, 직접 고쳐봅니다","호리 미치히로 지음","안그라픽스","2022","9791168230156","6","3"
"000001475904","(다이어트 말고) 직관적 식사","에블린 트리볼리","골든어페어(Golden Affair Books)","2019","9791188225057","5","3"
"000001414841","(달콤한 나의) 도시양봉 :외롭고 바쁘고 고된 도시인, 벌과 눈 맞다","최우리 지음","나무연필","2020","9791187890164","5","3"
"000000181467","(대한민국) 독도 교과서","호사카 유지 글","휴이넘","2012","9788937835346","9","3"
"000001384538","(데일 카네기) 인간관계론 :인간관계 바이블: 2020 원본 완역판","데일 카네기 지음","중앙경제평론사","2020","9788960542518","1","3"
"000001094666","(데일 카네기) 자기관리론","데일 카네기 지음","베이직북스","2018","9791185160979","1","3"
"000000875010","(데일 카네기의) 자기관리론","데일 카네기 지음","미르컴퍼니","2015","9791159032240","1","3"
"000001629783","(동남아시아로부터 본) 근현대 일본 :'남진(南進)'?점령?탈식민지화를 둘러싼 역사 인식","고토 겐이치 지음","고려대학교출판문화원","2023","9791169560344","9","3"
"000001619776","(동사 중심) 네이티브 영어표현력 사전 :동사 36개로 풀어낸 진짜 영어의 기술 =English expression power-up dictionary verbs in action","이창수 지음","Darakwon(다락원)","2020","9788927701330","7","3"
"000001627548","(로보카 폴리) 날아라, 킥보드!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2023","9791190897600","3","3"
"000001619948","(로보카 폴리) 내가 바로 소방관!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2020","9791186201831","3","3"
"000001629848","(로보카 폴리) 멈춰요! 엎드려요! 굴러요!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2023","9791190897631","3","3"
"000001626939","(로보카 폴리) 미끌미끌, 조심해!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2023","9791190897648","3","3"
"000001619950","(로보카 폴리) 병균을 조심해!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2020","9791186201848","3","3"
"000001627547","(로보카 폴리) 스쿨비랑 소풍 가요!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2023","9791190897594","3","3"
"000001627749","(로보카 폴리) 우르르 쾅, 지진 발생!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2023","9791190897624","3","3"
"000001626938","(로보카 폴리) 조심조심 여름!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2023","9791190897655","3","3"
"000001619949","(로보카 폴리) 찌릿찌릿, 무서운 전기!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2020","9791186201879","3","3"
"000001629846","(로보카 폴리) 캠프의 위험한 캠핑!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2023","9791190897617","3","3"
"000001391414","(만남의 제도화,) 조선시대 조정 의례","강제훈 지음","민속원","2017","9788928510207","9","3"
"000000376898","(만화) 삼국지 .1 ,난세의 영웅들","이현세 글?그림","녹색지팡이: 녹색지팡이&프레스","2021","9788994780603","8","3"
"000001580064","(만화로 배우는) 불멸의 역사 :연금술사에서 사이보그까지, 인류는 어떻게 불멸에 도전하는가","브누아 시마 글","한빛비즈","2022","9791157846184","9","3"
"000001397125","(만화로 보는) 댄 애리얼리 최고의 선택","댄 애리얼리 지음","청림출판","2020","9788935213238","1","3"
"000000524677","(말문이 터지는) 스페인어 첫걸음 =Espanol","최혜숙 지음","넥서스","2014","9788967907921","7","3"
"000000831415","(말이 통하는) 스페인어 회화 꿀 패턴","박은주 지음","문예림","2016","9788974828646","7","3"
"000000646746","(매트 리들리의) 붉은여왕","매트 리들리 지음","김영사","2013","9788934923572","4","3"
"000001272746","(맹파명리) 간지오의","단건업 著","학산: 학산출판사","2018","9791196293802","1","3"
"000001629860","(명화로 읽는) 독일 프로이센 역사","나카노 교코 지음","한경arte: 한국경제신문: 한경BP","2023","9788947548922","9","3"
"000001330505","(무작정 따라하기) 홋카이도 :삿포로 오타루 하코다테 비에이 외: 2019-2020 최신판 .2 ,가서 보는 코스북 =(The) cakewalk series - Hokkaido","홍수연","길벗","2019","9791160507904","9","3"
"000001556736","(무조건 돈 버는) 카카오 이모티콘 만들기","김나무 지음","중앙books: 중앙일보에스","2022","9788927813040","3","3"
"000001237442","(무조건 따라하면 통하는) 일상생활 스페인 여행회화 365","FL4U컨텐츠 엮음","탑메이드북","2018","9788971728703","7","3"
"000001627587","(무조건 통과하는) 공문서 작성법 :현직 공무원이 한 권으로 정리한 공문서 바로 쓰기","이무하 지음","비전코리아","2023","9788963222080","3","3"
"000001589775","(미래가 온다) 대멸종","김성화","와이즈만 Books","2022","9791190744560","4","3"
"000001589776","(미래가 온다) 미래 식량","김성화","와이즈만 Books","2022","9791190744553","4","3"
"000001574617","(미래가 온다) 심해 탐사","김성화","와이즈만 Books","2022","9791190744522","4","3"
"000001592006","(민족의 장군) 홍범도","이동순 지음","한길사","2023","9788935678150","9","3"
